NUMT = 1
NUMS = 5
 1,       5,  2.21,  7.25
NUMS = 10
 1,      10,  1.99,  7.64
NUMS = 100
 1,     100,  1.96,  7.76
NUMS = 200
 1,     200,  1.95,  7.76
NUMS = 300
 1,     300,  3.74,  7.76
NUMS = 400
 1,     400,  1.95,  7.76
NUMS = 500
 1,     500,  3.74,  7.76
NUMS = 1000
 1,    1000,  3.72,  7.76
NUMS = 1500
 1,    1500,  3.73,  7.77
NUMS = 2000
 1,    2000,  3.73,  7.80
NUMT = 2
NUMS = 5
 2,       5,  2.97,  7.25
NUMS = 10
 2,      10,  3.56,  7.64
NUMS = 100
 2,     100,  3.91,  7.76
NUMS = 200
 2,     200,  3.91,  7.76
NUMS = 300
 2,     300,  3.89,  7.76
NUMS = 400
 2,     400,  7.46,  7.76
NUMS = 500
 2,     500,  7.43,  7.76
NUMS = 1000
 2,    1000,  7.41,  7.76
NUMS = 1500
 2,    1500,  7.46,  7.76
NUMS = 2000
 2,    2000,  7.46,  7.77
NUMT = 4
NUMS = 5
 4,       5,  4.26,  7.25
NUMS = 10
 4,      10,  5.71,  7.64
NUMS = 100
 4,     100,  7.79,  7.76
NUMS = 200
 4,     200,  7.73,  7.76
NUMS = 300
 4,     300,  7.71,  7.76
NUMS = 400
 4,     400,  7.75,  7.76
NUMS = 500
 4,     500,  7.67,  7.76
NUMS = 1000
 4,    1000, 14.56,  7.76
NUMS = 1500
 4,    1500, 14.35,  7.76
NUMS = 2000
 4,    2000,  9.59,  7.76
NUMT = 8
NUMS = 5
 8,       5,  3.50,  7.25
NUMS = 10
 8,      10,  8.68,  7.64
NUMS = 100
 8,     100, 15.41,  7.76
NUMS = 200
 8,     200, 14.98,  7.76
NUMS = 300
 8,     300, 15.39,  7.76
NUMS = 400
 8,     400, 15.35,  7.76
NUMS = 500
 8,     500, 15.38,  7.76
NUMS = 1000
 8,    1000, 28.14,  7.76
NUMS = 1500
 8,    1500, 28.28,  7.76
NUMS = 2000
 8,    2000, 26.09,  7.76
